Date,Price
2025-04-07,3265.07
2025-04-08,3209.67
2025-04-09,3205.05
2025-04-10,3227.12
2025-04-11,3219.0
2025-04-12,3249.96
2025-04-13,3220.22
2025-04-14,3215.25
2025-04-15,3203.72
2025-04-16,3200.51
2025-04-17,3213.72
2025-04-18,3235.53
2025-04-19,3259.03
2025-04-20,3220.89
2025-04-21,3217.76
2025-04-22,3204.75
2025-04-23,3181.31
2025-04-24,3197.15
2025-04-25,3210.22
2025-04-26,3212.5
2025-04-27,3214.88
2025-04-28,3226.72
2025-04-29,3219.93
2025-04-30,3219.12
2025-05-01,3184.83
2025-05-02,3228.9
2025-05-03,3242.3
2025-05-04,3230.05
2025-05-05,3214.53
2025-05-06,3198.96
2025-05-07,3200.11
2025-05-08,3200.51
2025-05-09,3240.31
2025-05-10,3249.23
2025-05-11,3218.41
2025-05-12,3206.9
2025-05-13,3201.38
2025-05-14,3200.74
2025-05-15,3191.08
2025-05-16,3232.93
2025-05-17,3243.6
2025-05-18,3227.29
2025-05-19,3269.59
2025-05-20,3198.86
2025-05-21,3210.14
2025-05-22,3199.62
2025-05-23,3222.5
2025-05-24,3211.88
2025-05-25,3221.45
2025-05-26,3219.74
2025-05-27,3206.95
2025-05-28,3184.89
2025-05-29,3197.56
2025-05-30,3182.32
2025-05-31,3227.98
2025-06-01,3220.67
2025-06-02,3247.28
2025-06-03,3211.3
2025-06-04,3184.27
2025-06-05,3197.29
2025-06-06,3205.07
2025-06-07,3233.23
2025-06-08,3253.73
2025-06-09,3233.29
2025-06-10,3242.72
2025-06-11,3219.59
2025-06-12,3199.69
2025-06-13,3217.73
2025-06-14,3243.36
2025-06-15,3226.38
2025-06-16,3255.91
2025-06-17,3231.52
2025-06-18,3194.24
2025-06-19,3217.45
2025-06-20,3241.28
2025-06-21,3241.44
2025-06-22,3227.05
2025-06-23,3256.69
2025-06-24,3191.36
2025-06-25,3191.26
2025-06-26,3191.01
2025-06-27,3196.26
2025-06-28,3255.97
2025-06-29,3238.38
2025-06-30,3204.0
2025-07-01,3193.46
2025-07-02,3174.29
2025-07-03,3176.51
2025-07-04,3220.44
2025-07-05,3227.85
2025-07-06,3179.06
2025-07-07,3173.78
2025-07-08,3209.2
2025-07-09,3173.8
2025-07-10,3160.07
2025-07-11,3185.74
2025-07-12,3192.5
2025-07-13,3192.82
2025-07-14,3195.31
2025-07-15,3159.27
2025-07-16,3157.17
2025-07-17,3189.9
2025-07-18,3200.31
2025-07-19,3221.67
2025-07-20,3211.56
2025-07-21,3195.18
2025-07-22,3173.57
2025-07-23,3143.33
2025-07-24,3181.51
2025-07-25,3155.21
2025-07-26,3182.33
2025-07-27,3183.77
2025-07-28,3173.44
2025-07-29,3165.91
2025-07-30,3190.08
2025-07-31,3162.97
2025-08-01,3203.15
2025-08-02,3252.98
2025-08-03,3228.71
2025-08-04,3241.33
2025-08-05,3221.75
2025-08-06,3187.51
2025-08-07,3177.02
2025-08-08,3214.59
2025-08-09,3220.43
2025-08-10,3222.56
2025-08-11,3255.45
2025-08-12,3184.81
2025-08-13,3199.69
2025-08-14,3195.92
2025-08-15,3194.85
2025-08-16,3265.49
2025-08-17,3224.66
2025-08-18,3223.06
2025-08-19,3221.34
2025-08-20,3192.82
2025-08-21,3201.43
2025-08-22,3206.18
2025-08-23,3238.77
2025-08-24,3212.07
2025-08-25,3210.21
2025-08-26,3196.65
2025-08-27,3162.64
2025-08-28,3217.88
2025-08-29,3212.48
2025-08-30,3238.09
2025-08-31,3207.68
2025-09-01,3251.69
2025-09-02,3265.12
2025-09-03,3226.26
2025-09-04,3227.74
2025-09-05,3232.06
2025-09-06,3232.44
2025-09-07,3276.9
2025-09-08,3244.54
2025-09-09,3221.58
2025-09-10,3244.9
2025-09-11,3221.39
2025-09-12,3235.68
2025-09-13,3245.65
2025-09-14,3269.56
2025-09-15,3246.88
2025-09-16,3249.51
2025-09-17,3217.24
2025-09-18,3238.0
2025-09-19,3237.37
2025-09-20,3225.1
2025-09-21,3269.24
2025-09-22,3263.07
2025-09-23,3229.25
2025-09-24,3209.22
2025-09-25,3226.3
2025-09-26,3240.42
2025-09-27,3276.43
2025-09-28,3254.74
2025-09-29,3245.71
2025-09-30,3211.93
2025-10-01,3180.51
2025-10-02,3188.39
2025-10-03,3219.82
2025-10-04,3234.19
2025-10-05,3237.09
2025-10-06,3206.54
2025-10-07,3185.72
2025-10-08,3189.18
2025-10-09,3225.12
2025-10-10,3204.89
2025-10-11,3223.78
2025-10-12,3247.43
2025-10-13,3227.02
2025-10-14,3200.37
2025-10-15,3196.78
2025-10-16,3185.87
2025-10-17,3209.82
2025-10-18,3237.94
2025-10-19,3229.0
2025-10-20,3201.12
2025-10-21,3215.16
2025-10-22,3183.49
2025-10-23,3200.57
2025-10-24,3202.95
